Compound Name,Compound Class,Chromatography - ion mode,Compound Name Leg,Formula,Mass,RT,CAS ID,blank-1,blank-2,blank-3,P H-433,P H-457,P H-458,P H-459,P H-460,P H-461,P H-462,P H-463,P H-464,P H-466,P H-467,P H-468,P H-469 -1,P H-469 -2 ,P H-470,P H-471,P H-472,P H-473,P H-474,P H-475,P H-476,P H-477,P H-478,P H-479,P H-480,P H-481,P H-482,P H-483,P H-484,P H-485,P H-486,P H-487,P H-488,P H-489,P H-490,P H-491,P H-492,P H-495,P H-496,P H-497,P H-498,P H-499,P H-501,P H-502,P H-504,P H-505,P H-506,P H-507,P H-509,P H-510,P H-511,P H-512,P H-513,P H-514,P H-515,P H-516,QC-P pool-1,QC-P pool-2,QC-P pool-3,QC-P pool-4,QC-P pool-5,QC-P pool-6
G3P,Glycolysis,pHILICneg,pHILICneg_G3P,C3H7O6P,169.998025,8.19,,2074,1473,855,3270,4002,6508,4538,2551,4440,2196,6176,4547,2664,3381,4186,3127,6120,4594,3757,6012,1836,1260,1968,5754,2780,2785,3634,3427,6885,1861,4915,3850,3865,2320,3223,3071,5323,4234,4314,2163,1686,7287,3397,3937,3571,4404,5078,4839,1945,1466,4111,2167,3170,5988,4557,2137,2795,3831,3424,4012,4470,3232,4855,6394,4236
Glucose,Glycolysis,pHILICneg,pHILICneg_Glucose,C6H12O6,180.063388,5.97,,19138,17448,24218,2805224,3719140,2372566,2879820,4821813,3114152,2832271,3682435,3893452,3224840,3397686,2290676,7291669,2527804,1738439,3809250,4645443,2836880,2857404,3165713,5326597,1467876,5040968,1927781,1561269,3325793,2536517,2441718,4152961,3480877,1829373,2892289,4032362,3821048,4072937,1916007,6520410,4685135,3255709,2944078,2888030,2649379,4642075,7368095,4908773,3632857,7399479,3177805,4273376,3090509,2259116,2494455,5648083,3421072,1218082,4574137,3707789,3437504,3438888,3432760,3482545,3421369
Glucose 6-Phosphate,Glycolysis,pHILICneg,pHILICneg_Glucose 6-Phosphate,C6H13O9P,260.029719,7.81,,120,225,260,8397,2452,1799,932,2707,606,477,2175,922,1399,2560,644,1003,1024,1916,1297,2621,515,385,1051,641,219,644,335,479,1517,2041,1151,483,3862,541,748,1129,918,3150,1381,1294,834,2548,475,1569,480,1649,45,1531,1161,1713,629,31,1428,1537,372,1101,748,2807,333,1048,2828,603,1271,1347,1561
Glucose-Cl,Glycolysis,pHILICneg,pHILICneg_Glucose-Cl,C6H12O6,180.063388,5.99,,12071,10542,6718,885226,1047960,891567,951674,1090452,958652,877534,1077057,1059963,854159,976586,885442,1274554,844810,726569,1045977,1108920,946945,949833,939692,1203732,599004,1194116,733565,558913,916283,797303,864624,1065184,982147,702947,919045,1064519,982718,1027261,696163,1275388,1098356,947314,888214,906975,924643,1213170,1426439,1168187,985871,1322416,917645,1213603,916477,802769,933908,1351441,995199,517962,1245878,1044537,947482,987032,1004905,1065814,1066966
188_Glutarylcarnitine,Acetylcarnitine,pHILICpos,pHILICpos_188_Glutarylcarnitine,C12H21NO6,275.136888,5.54,,2193,4676,2449,79604,43215,60248,37809,49259,19597,56947,42301,31818,31422,18351,39143,153404,40272,41776,59057,40618,29258,60644,41140,52193,65158,32743,41530,61867,76689,28457,26503,25676,35745,56042,142788,103677,38128,30502,45157,64837,41301,22763,54012,46896,37237,19136,66420,55895,84828,92256,59375,109131,62412,26658,34064,72569,38580,60266,33754,83464,75859,52938,40332,36352,32655
192_Hexanoylcarnitine,Acetylcarnitine,pHILICpos,pHILICpos_192_Hexanoylcarnitine,C13H25NO4,259.178358,2.31,,33726,35155,4964,22173,29929,263763,53924,124592,46080,36974,94184,20882,42200,33800,40441,26016,147278,28123,33573,45707,63439,68180,49576,48137,87614,67354,157286,80481,44184,32736,7374,30775,42996,47267,115427,123928,80445,47534,39239,29468,58543,26532,47818,76787,31423,21985,61368,71503,40413,46442,27926,54959,67502,49523,41916,51863,128646,102800,52199,51187,40956,73493,79117,28818,9521
200_Carnitine,Acetylcarnitine,pHILICpos,pHILICpos_200_Carnitine,C7H15NO3,161.105193,5.5,,27571,26228,24971,21228354,15016542,30483360,25963944,50928488,32321652,49482228,30879224,32587330,62166116,24919222,37413684,94982176,43504996,29852798,38081944,35721496,36825456,56545800,44223692,38437748,141078496,49189872,80060888,131847160,47277472,37888944,34798300,35730296,31075458,110739096,32122284,48139272,90228840,31844206,46107288,71776368,21721770,24230824,57731092,35621240,40479892,28391558,22961340,33254182,85923368,47306996,38303516,92223936,58786928,41260480,39459116,28209980,27373520,36364484,22650980,75394872,53425808,44642616,37971308,26166866,27584796
209_Lauroylcarnitine,Acetylcarnitine,pHILICpos,pHILICpos_209_Lauroylcarnitine,C19H37NO4,343.272259,1.17,,20391,19397,20451,22977,38055,33376,14913,38451,5352,21432,28734,18085,44243,17872,27656,37411,24714,25446,40479,23616,16782,39124,29473,13898,67772,19780,66935,51327,37296,28058,12867,29971,33316,34539,88220,36240,47546,28662,36312,30878,27715,9659,16803,24966,13508,18062,39833,16613,56799,29354,18300,21714,51798,19051,28134,17708,37005,20890,27355,52631,46454,32807,22248,29850,24318
226_Octanoylcarnitine,Acetylcarnitine,pHILICpos,pHILICpos_226_Octanoylcarnitine,C15H29NO4,287.209659,1.93,,5416,3808,8894,8250,7128,9994,11171,21705,10945,13478,11359,21407,14204,2257,8587,19488,16564,10872,12478,6553,17856,15489,10993,13330,10492,16421,27668,26222,18133,19509,16928,20089,4060,20457,11585,10095,25074,9711,16419,13134,12344,7883,20174,19196,11718,29645,14765,5419,19376,24192,13484,16731,8967,9913,53092,24958,15705,3978,14767,16977,24632,13047,11839,13912,5982
235_Propionylcarnitine,Acetylcarnitine,pHILICpos,pHILICpos_235_Propionylcarnitine,C10H19NO4,217.131408,3.84,,393,1397,2814,25852,1500,3243,1445,3230,813,11495,3660,3688,11149,3402,10105,1560,1133,3711,4576,3734,3081,4358,13827,11282,12034,22529,1910,9011,7372,6685,2604,3424,13727,11140,948,8990,21407,10681,4305,6782,1987,671,14233,10069,3682,1251,8062,2726,20210,10820,14891,10861,759,4586,3628,3727,3346,3486,7828,15002,10225,8060,5645,6552,2352
O-Acetylcarnitine,Acetylcarnitine,pHILICpos,pHILICpos_O-Acetylcarnitine,C9H17NO4,203.115758,4.24,,17926,17869,11204,8105967,4085253,20804826,14100069,24396938,9179442,21964072,13766122,11245791,20836824,11154337,13976376,33189774,23242390,22818202,16316697,16384451,16644110,22588546,18483568,16158184,60702128,19478410,22602786,52116672,26893804,23044512,14500856,12053959,15078397,43228652,40255800,17483744,41717872,15988146,22371336,34012580,9781588,8944684,35228628,24348550,18792794,9767366,6910176,9374111,33128242,14296690,23413448,34097844,15914312,17644082,10809776,8382062,13038240,19682304,8639556,28879456,25494720,19360818,15031574,12480052,11392609
156_Arginine,Amino Acid,pHILICpos,pHILICpos_156_Arginine,C6H14N4O2,174.111676,11.41,,40392,40913,28450,71845,4134975,5809834,504429,11185116,3106204,13113936,8003261,7631882,4004374,954983,15036701,4521154,11072287,4365217,1876936,28925616,3612264,20211712,2930334,15234640,9011146,5390232,12285930,4913915,7072765,3687315,8077313,6765333,80956,11478130,11291169,17130858,12428915,837526,6260493,710748,290587,2037636,11129255,3801310,7696094,4913354,274506,2673411,256653,10036156,389933,29074528,1642455,4586838,9391082,976276,16687855,365458,13849242,9436962,10073821,6664705,4765869,4113802,3458017
172_Proline,Amino Acid,pHILICpos,pHILICpos_172_Proline,C5H9NO2,115.063329,5.12,,14920,14902,14988,7458964,7898067,8082797,25271616,21878204,8864136,39202892,19235954,18020982,17100202,15700081,25329982,52343996,42425332,11392871,33550646,51141140,8812822,35320256,13218675,27119784,57645536,27756148,71387824,35562188,27730078,16887950,13122836,27271668,16630520,28848602,23402348,46672772,41696020,21689404,33111018,29771600,9826030,11024701,28563772,9213437,16523361,12813663,15297044,12451647,21224884,39352624,30041874,58359408,20929618,22095860,13733325,10770834,34310688,31654660,13003722,45346024,23314726,21198818,13963572,13787521,5711349
179_Glutamine,Amino Acid,pHILICpos,pHILICpos_179_Glutamine,C5H10N2O3,146.069142,6.58,,209434,235703,214495,16814416,23993286,45317496,44947144,73201408,32829310,66380196,50169436,45196216,33589304,33389842,54739076,129238464,69086664,34127460,58897704,74608208,45672228,65834432,61314996,54157528,91407632,49864768,117223504,64490932,60625032,52795768,33589896,65664544,42111912,89028408,83226152,102957032,107944768,54677284,61736104,71375264,41335164,29992826,80217824,42031052,42920308,32718350,48135504,52772636,69509704,96482864,56747016,133534504,86494136,61551968,39840536,38482824,65258808,53137892,44399816,93107624,79943328,59777236,45822500,37581348,32803476
183_Tryptophan,Amino Acid,pHILICpos,pHILICpos_183_Tryptophan,C11H12N2O2,204.089878,4.77,,7582,2522,1283,5758283,8851764,8928901,14808563,18647524,9108768,23342334,13908789,13002625,9623838,7447257,18602888,33676320,13156879,9897888,13596938,19395798,8745521,21315518,13316705,17975064,20194770,15549285,33645276,21603130,16752586,11603987,8859185,18815480,13981538,24339524,14803058,23510194,24917634,9469132,16710879,14015461,12726009,7865371,23471770,10613976,10418640,7989267,13070343,15825388,10879459,24027046,12166712,36455952,14959035,16603244,12437708,9576392,12698651,13535653,11305240,23132364,20123798,14720938,11530433,9684856,8619077
194_Isoleucine,Amino Acid,pHILICpos,pHILICpos_194_Isoleucine,C6H13NO2,131.094629,4.42,,25581,27172,24309,11711759,17628372,14885905,28028532,40501832,19943240,39806020,23117358,24757110,27592746,14858271,28408940,88859976,27563834,14683723,24408074,52526624,15501444,29215750,28931234,41417388,83533232,28841376,57258484,60619188,24700260,22308634,17938358,26087804,21500356,69930512,24161820,32860204,80576784,28053578,32014672,42349568,19988556,15017740,57380744,18813926,19592992,18513070,36903052,21755844,35225508,110669312,30828686,75334176,27654538,31060646,18020632,26545762,24047152,31648296,22633330,65010104,42273908,30567780,23235136,19010856,16602290
198_Citrulline,Amino Acid,pHILICpos,pHILICpos_198_Citrulline,C6H13N3O3,175.095691,7.06,,30297,26506,26318,5141189,4606627,8104882,8322460,18307708,8656221,34146648,9379674,8855248,13714977,4370557,19950374,32737274,11808514,6168523,8009170,29731940,5650115,22966918,10209248,11878426,35404064,20246304,38802128,40081772,15794824,7007551,8348633,15151016,7566735,37787060,7752322,25506028,36495068,9501542,24244460,23478212,5841425,5339364,29241610,5966653,14512949,5063003,15169974,8135562,20596824,25408202,15990032,29346758,9459418,14559332,13354515,16357059,9165308,16401440,15502370,28982056,21964660,11740381,8354792,7098942,6402398
199_Methionine,Amino Acid,pHILICpos,pHILICpos_199_Methionine,C5H11NO2S,149.051049,4.61,,4224,7128,4124,6803582,8842257,8343260,20008744,14715408,11725602,36113716,23317304,19060430,25728156,8021690,23850400,24797368,23677184,11335881,22838310,35134240,8784138,28167798,16103084,22442518,24422488,29751928,33642000,39633580,20424598,10245728,11202029,23507702,17855092,23000818,20696218,37322992,34975796,16857056,26209812,23049080,16197886,10449360,19848968,7873820,9312481,11204856,12685928,19579452,21849806,20652630,16081852,34979844,27344272,23351154,10380938,12913342,27394656,18220984,15948931,24419264,27681766,20620808,15855303,12772069,11666097
201_Cystine,Amino Acid,pHILICpos,pHILICpos_201_Cystine,C6H12N2O4S2,240.023848,7.41,,939,2753,3642,11983,38217,52217,84041,109621,77086,239547,82124,137040,70992,35991,110692,109959,46346,45198,85465,284408,76191,157326,109879,110927,145071,129319,364727,191980,83673,41967,164881,123444,51956,189833,109977,160313,72065,19201,37574,109665,74398,69652,269824,40928,136737,48865,55086,64029,94317,195064,48763,196015,111621,72025,87809,52707,47795,55363,66025,186209,110646,116327,65383,48884,79997
203_Glutamic acid,Amino Acid,pHILICpos,pHILICpos_203_Glutamic acid,C5H9NO4,147.053158,6.66,,18225,36100,29949,2019927,2163937,1274985,1205494,3215867,1022584,4986499,1366263,1619330,9861687,859248,1876239,5618684,1649466,1009198,1379265,3055002,881836,3006584,2134716,7127071,6675166,3170591,2065867,15825635,2510377,1551546,1027990,1592776,1882442,4781881,1663675,1838499,4073567,2263898,3094107,3160699,1107437,1121272,2758136,1780882,1450523,948523,2437717,1397186,5908296,3235640,2843626,2406777,1845154,1630902,1365347,1461912,990790,3185969,1352002,3978902,3398905,2575715,1962446,1750388,1418778
204_Histidine,Amino Acid,pHILICpos,pHILICpos_204_Histidine,C6H9N3O2,155.069477,6.37,,34911,67509,46339,5436856,5943219,13912164,11165893,18475562,8746222,14487520,13706889,15405510,15533486,9690734,23012830,29030280,22128644,10079230,14961104,28952866,15606763,28863574,17552286,28237340,31905504,24407160,44186452,20022574,17640004,15769159,11926685,18153550,10043685,20361724,18543444,29666780,34471108,15782015,10730664,21173024,11985516,8108049,26976628,12182273,15248226,10463278,15184869,9978459,15653540,30104520,16841222,44660240,20117324,19173070,11596719,14348456,22115574,9799938,21565360,23568724,24268216,20687634,15102749,12403092,11586550
205_Phenylalanine,Amino Acid,pHILICpos,pHILICpos_205_Phenylalanine,C9H11NO2,165.078979,3.78,,61341,32203,87747,11174628,12060664,15772073,21338346,30222714,11588118,34745296,22716616,16634439,23811760,13077427,33957752,81253928,28867090,13803580,23620728,35953688,13671877,37235588,25661786,34860112,64415036,25675920,49888048,48041456,22956660,19147526,12299732,27999280,20378784,49014412,34501976,39261080,58424820,25269474,22256512,33459158,15844021,9179800,49108036,19213566,21249034,12439725,32974258,17455202,35617712,47825088,25395648,64183700,30909328,26576020,18492816,22416304,25751816,28418244,24413590,43225788,37425820,26018328,18791408,17118938,14344829
206_Serine,Amino Acid,pHILICpos,pHILICpos_206_Serine,C3H7NO3,105.042593,6.93,,13476,9622,4968,245857,245952,446015,357790,714872,476821,2547740,496024,405364,1491289,234662,2317652,4066284,796561,235919,454216,1393692,279637,3142504,559856,1585869,3799723,2334534,1591518,3591398,537142,344124,448662,521670,328891,2635978,776035,1141447,1241397,438272,747354,2479879,336809,227959,2265473,320512,1369924,247560,1524195,346976,2306612,2993082,616169,4185988,781123,552283,1374131,1187627,728316,543585,1918254,1141961,1016058,612036,468657,405930,357593
207_Tyrosine,Amino Acid,pHILICpos,pHILICpos_207_Tyrosine,C9H11NO3,181.073893,5.47,,4080,10735,12230,2594240,5160102,5975245,8797118,9243558,5805497,18776790,10323024,7175039,9790034,5243442,11036455,20677448,9497618,6461290,10386764,16736013,5882879,14303008,10865538,15503073,19215356,13381933,19874622,20496352,10063762,6683445,6755757,11045612,6485666,17585088,8693900,13071877,21561564,8090395,11629536,12317902,6476485,5405776,14585790,6059573,5963464,5994385,11508289,7228439,11715706,19208014,8548664,20730212,11240890,12286879,6739646,6940695,8921686,8762687,8337938,15037445,13512832,10252284,8117558,6817897,6020763
208_Valine,Amino Acid,pHILICpos,pHILICpos_208_Valine,C5H11NO2,117.078979,5.07,,31110,40856,41582,12930302,16204828,12336322,30420428,35994320,17704452,32735430,24613632,26985232,24036964,16819746,25374842,55566252,29229512,15531489,26331118,47968696,16915638,25637364,22619506,33954968,53687112,25110460,48534128,52718028,22985628,22058754,17485162,28602932,24803844,41398892,19829192,35016240,64647776,25023772,28806994,35283332,22031388,16132425,47910524,15521474,16269879,15787069,24595032,21102310,25896854,68955280,30070532,55272932,29103842,31738986,15660334,21127418,29714770,27664124,20256148,46934540,39841656,28684688,21453708,17351176,14954187
211_Leucine,Amino Acid,pHILICpos,pHILICpos_211_Leucine,C6H13NO2,131.094629,4.16,,45656,40057,33844,12466135,18243408,12222205,19197372,35715848,15109910,27626786,14407743,19297048,21733258,13611928,22937334,83074408,24134866,11529320,19296286,42031984,13278614,25111848,21503492,42274600,73226016,22295604,48802236,45451912,18309824,21742154,11868152,21466026,15294047,58982332,18030424,22625654,65878532,21173258,22011278,29203256,18394916,10266910,52353764,17328308,18893688,16137535,32994170,13704713,25483266,107439944,27976882,47888672,20287496,21309378,13258343,23958768,20404956,27401596,21013236,54032884,34646828,25282588,18764428,15323797,13081923
133_(2-oxo-2_3-dihydro-1H-indol-3-yl)acetic acid,iHILICpos,pHILICpos,pHILICpos_133_(2-oxo-2_3-dihydro-1H-indol-3-yl)acetic acid,C10H9NO3,191.058243,4.31,,2563,4825,1412,42774,43919,47364,62164,85663,30238,75048,107037,30351,54021,34553,69079,144994,73527,46575,118558,65109,28675,60317,51862,64112,97606,50723,90999,95125,54758,31649,39498,76169,64487,90234,91941,88806,100418,46532,52405,82286,63631,32861,77543,51471,31400,26816,85794,89232,86990,97423,48457,124113,99588,77489,67432,106404,67497,63984,68042,91296,83913,70521,58364,49265,43575
135_1 Methyladenosine,iHILICpos,pHILICpos,pHILICpos_135_1 Methyladenosine,C11H15N5O4,281.112404,6.33,,2411,3897,11382,129968,201495,201083,155339,390358,140509,419072,176878,238032,308269,163809,170782,586683,200759,214682,190591,422414,174060,207941,194851,240053,418939,238593,322142,508282,312534,242036,116349,265152,145763,439080,309240,371790,390501,220979,450745,386527,186233,124442,227018,225565,100035,177615,215001,220112,309960,497434,292544,327112,263290,213774,93612,179217,228939,352018,177092,407834,373810,255220,199203,192493,148918
136_1 Methylhistidine,iHILICpos,pHILICpos,pHILICpos_136_1 Methylhistidine,C7H11N3O2,169.085127,5.37,,6972,9064,7677,533269,545854,810359,713067,1817801,627514,1973084,677118,646030,813215,598460,827660,2758317,1419003,722972,992416,1268399,721895,1184511,959646,922169,2613014,1049565,1548536,2025965,1320824,1116576,651512,1152632,957155,2264522,2363753,1908907,1940283,924239,1418313,1661139,704517,536513,1437792,852438,739000,619131,1246776,664442,1571055,2256505,1111413,1801681,1502570,867113,572457,804620,999245,1548745,841662,1610733,1454474,1075365,839159,668707,684559
140_20 Dihydrocortisol,iHILICpos,pHILICpos,pHILICpos_140_20 Dihydrocortisol,C21H32O5,364.224974,0.95,,528263,622535,516329,487386,371626,429433,309605,820787,236227,461930,344365,310727,697264,396659,275580,426641,682538,432962,429661,627068,334975,454965,492131,357369,835774,369695,640104,631586,565542,564272,379767,485277,420502,782323,637701,619964,933544,522235,591728,663901,405746,351757,459972,364307,303619,381320,491683,354913,771860,646090,498747,669858,1008058,547121,304659,217693,697753,567442,320491,721954,687299,511675,459555,373944,334702
141_3 5 9 3 6 19 Trihydroxyurs 12 en 28 oic acid,iHILICpos,pHILICpos,pHILICpos_141_3 5 9 3 6 19 Trihydroxyurs 12 en 28 oic acid,C30H48O5,488.350175,0.79,,69914,58418,66441,84093,80924,95619,72410,127720,54436,107964,78338,69732,103102,70985,81004,120490,104165,85379,98337,104858,79955,89487,94432,68122,118058,84509,271388,117912,143198,126764,72392,110813,89485,135012,130780,134341,164482,89398,123329,109227,89963,61602,66341,83093,89811,75390,87543,80290,119637,133079,105191,110029,174593,104077,90669,53623,106461,111821,64333,127140,119893,106184,76002,71023,77285
142_3 Hydroxy 2 methylpyridine,iHILICpos,pHILICpos,pHILICpos_142_3 Hydroxy 2 methylpyridine,C6H7NO,109.052764,3.13,,19792,6143,6096,37382,46831,27478,61236,102075,48431,83213,59401,89870,73498,54780,55271,149123,76780,54903,79138,148736,41751,92675,64861,55398,90754,99810,110033,123176,123099,117633,58723,76721,48494,96852,33656,113015,211117,71029,100997,153047,56907,58154,105178,34443,43200,55469,83143,72017,90011,128112,116175,90325,89975,67697,63378,76235,75659,67809,62800,140291,128721,76378,59841,59331,47912
144_4 Acetamidobutanoic acid,iHILICpos,pHILICpos,pHILICpos_144_4 Acetamidobutanoic acid,C6H11NO3,145.073893,1.87,,7827,25735,11246,47775,79707,121804,133435,338009,129042,498503,123146,187206,311334,56771,566784,474251,169917,107818,181140,481295,95404,313880,198702,223114,424338,261120,174258,524204,237391,104648,146947,172467,92393,307280,104382,167308,269437,248220,187981,665597,97002,88196,688445,160863,129305,85193,395936,186922,925247,380505,110627,222227,488732,239744,271324,366144,49443,119600,162944,301600,267967,249898,186693,150460,146114
145_4 Pentylaniline,iHILICpos,pHILICpos,pHILICpos_145_4 Pentylaniline,C11H17N,163.1361,4.54,,1274,2871,1368,644,1726,2694,554,1722,1243,1548,1711,1133,549,651,2673,2148,2836,1983,1153,854,1341,1309,3103,705,792,956,3995,2381,3152,1280,1882,822,549,1245,1673,1848,1685,1588,704,544,3199,2210,1109,965,782,1035,716,851,465,1648,3990,2618,1862,2559,1648,940,591,1882,20,2755,2103,2713,1609,1056,854
146_5 Nitro o toluidine,iHILICpos,pHILICpos,pHILICpos_146_5 Nitro o toluidine,C7H8N2O2,152.058578,1.88,,13196,12209,21275,132932,240475,327952,382873,619117,389219,579703,308172,365818,459303,263905,157073,831030,549520,244274,435899,688098,319258,499646,406012,454050,751301,537787,428861,1197769,440165,492191,329692,494449,324100,729075,454670,648787,962207,463388,496491,941256,310047,221526,895927,478849,319947,259137,523998,492026,475325,771784,414467,729074,431238,357592,280136,467394,327627,365614,311556,592400,561587,448827,381339,312270,323177
147_6 Methyl 1 2 4 triazolo 4 3 b pyridazin 8 ol,iHILICpos,pHILICpos,pHILICpos_147_6 Methyl 1 2 4 triazolo 4 3 b pyridazin 8 ol,C6H6N4O,150.054161,2.55,,3097,4567,3907,58976,135347,89119,72245,124029,79273,196483,100707,95206,158055,40224,85240,204079,83591,82801,95293,145767,54853,103177,72840,141754,146246,144920,89645,175555,102747,72309,50452,94658,70985,143821,86002,72438,80908,79043,142246,202499,69436,48952,100387,87328,55404,53967,174713,96310,175038,125298,124339,71356,105864,79846,55983,84557,71261,111565,81401,128950,116387,110516,90057,81671,82219
149_6 Methylbenzoxazole,iHILICpos,pHILICpos,pHILICpos_149_6 Methylbenzoxazole,C8H7NO,133.052764,1.75,,1857,0,1469,2980,1881,1187,229,2501,1997,1564,479,2939,2262,1278,596,1362,2663,1068,4299,4692,284,971,2015,1497,1773,816,1896,1965,2628,729,1571,2912,236,1853,1659,2507,1156,1541,5065,39,581,866,1431,2446,667,261,2676,371,897,2262,469,1705,2869,544,1410,454,962,78,40,2345,3590,2251,1717,723,754
151_Acetoacetanilide,iHILICpos,pHILICpos,pHILICpos_151_Acetoacetanilide,C10H11NO2,177.078979,1.22,,4914,4384,5220,66303,34113,72315,24983,76124,25042,85575,23615,37794,35021,21352,49843,68746,29011,54288,41164,81291,40746,40027,43728,37244,69396,38916,59534,63041,96967,67123,26876,57884,47702,82749,13941,32756,70559,59392,88492,51785,44567,25924,50414,58433,38412,21101,33748,54149,61277,66007,67231,45116,108375,59878,33063,57832,43796,61223,55998,67174,70198,44517,46715,36293,40621
152_Acetyl L carnitine,iHILICpos,pHILICpos,pHILICpos_152_Acetyl L carnitine,C9H17NO4,203.115758,4.24,,17926,17869,11204,8105967,4085253,20804826,14100069,24396938,9179442,21964072,13766122,11245791,20836824,11154337,13976376,33189774,23242390,22818202,16316697,16384451,16644110,22588546,18483568,16158184,60702128,19478410,22602786,52116672,26893804,23044512,14500856,12053959,15078397,43228652,40255800,17483744,41717872,15988146,22371336,34012580,9781588,8944684,35228628,24348550,18792794,9767366,6910176,9374111,33128242,14296690,23413448,34097844,15914312,17644082,10809776,8382062,13038240,19682304,8639556,28879456,25494720,19360818,15031574,12480052,11392609
153_Acetylcholine,iHILICpos,pHILICpos,pHILICpos_153_Acetylcholine,C7H16NO2,146.118104,5.57,,347,1590,1248,89145,43624,105025,68949,143405,86922,178964,87536,110807,273854,103732,94198,140744,118421,97044,127228,166244,144100,137055,176597,223398,240155,200555,99045,370959,134495,137777,122356,119049,90300,150155,116209,70889,170855,137777,128119,245148,94449,80412,164864,105290,115300,118516,102024,76725,278432,83288,132062,141753,136002,126581,90721,75475,88294,141013,90978,139679,175463,157370,114725,91225,83266
154_Adenosine,iHILICpos,pHILICpos,pHILICpos_154_Adenosine,C10H13N5O4,267.096754,2.85,,10075,12399,20718,21661,13993,14696,25800,20804,12268,48783,22191,19504,40511,10896,53607,132071,31026,14800,18687,67762,20667,160247,11688,39648,63690,33791,99652,33024,47599,47309,22803,23109,39114,83218,21426,36425,57917,46464,14472,138027,43092,28858,53586,19087,48952,16832,22598,27572,141527,68650,23714,108541,30644,46465,53556,56994,13764,29904,64528,53404,72277,25525,35980,40207,37494
155_Allopurinol,iHILICpos,pHILICpos,pHILICpos_155_Allopurinol,C5H4N4O,136.038511,3.58,,12234,12316,27703,26907,24458,45703,26559,51964,38101,49258,24120,125286,36818,33531,68472,97707,31327,274130,160325,73615,577194,752533,64265,30414,65082,69480,285070,11532,408480,2168308,41829,77917,45595,54356,175405,331313,23460,38705,48508,64130,149273,22394,127796,119247,3504026,19604,43093,33404,41713,17482,26836,78945,90997,83840,111761,21340,42773,38627,53830,310923,271992,177654,167459,129522,126408
